INFO  | 04/07/2026 01:45:36 AM | File run.py               | Line 223   | Config: config/experiments/mlp_sst2_emb_2arg.yaml
INFO  | 04/07/2026 01:45:36 AM | File run.py               | Line 224   | Config hash: 3eb6a872ba932d6b7d7bb807614c5049d62254e02b92d2a220e5ee56f1ca1a28
INFO  | 04/07/2026 01:45:36 AM | File run.py               | Line 225   | Save dir: ./exp/mlp_sst2_emb_2arg_20260407_014536_3eb6a872
INFO  | 04/07/2026 01:45:36 AM | File run.py               | Line 236   | Task type: classification
INFO  | 04/07/2026 01:45:38 AM | File run.py               | Line 277   | === Starting Pretrain ===
INFO  | 04/07/2026 01:45:40 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0001 = 0.008092
INFO  | 04/07/2026 01:45:40 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0002 = 0.001761
INFO  | 04/07/2026 01:45:40 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0003 = 0.001654
INFO  | 04/07/2026 01:45:40 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0004 = 0.001621
INFO  | 04/07/2026 01:45:41 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0008 = 0.001489
INFO  | 04/07/2026 01:45:41 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0009 = 0.001428
INFO  | 04/07/2026 01:45:41 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0010 = 0.001369
INFO  | 04/07/2026 01:45:41 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0012 = 0.001310
INFO  | 04/07/2026 01:45:41 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0014 = 0.001265
INFO  | 04/07/2026 01:45:42 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0017 = 0.001196
INFO  | 04/07/2026 01:45:42 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0020 = 0.001118
INFO  | 04/07/2026 01:45:42 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0021 = 0.001106
INFO  | 04/07/2026 01:45:42 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0023 = 0.001051
INFO  | 04/07/2026 01:45:43 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0024 = 0.001034
INFO  | 04/07/2026 01:45:43 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0025 = 0.000991
INFO  | 04/07/2026 01:45:43 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0026 = 0.000981
INFO  | 04/07/2026 01:45:43 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0027 = 0.000942
INFO  | 04/07/2026 01:45:43 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0031 = 0.000898
INFO  | 04/07/2026 01:45:44 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0032 = 0.000854
INFO  | 04/07/2026 01:45:44 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0038 = 0.000790
INFO  | 04/07/2026 01:45:45 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0041 = 0.000776
INFO  | 04/07/2026 01:45:45 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0042 = 0.000743
INFO  | 04/07/2026 01:45:45 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0044 = 0.000707
INFO  | 04/07/2026 01:45:46 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0051 = 0.000697
INFO  | 04/07/2026 01:45:46 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0053 = 0.000694
INFO  | 04/07/2026 01:45:46 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0056 = 0.000618
INFO  | 04/07/2026 01:45:47 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0060 = 0.000595
INFO  | 04/07/2026 01:45:47 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0063 = 0.000577
INFO  | 04/07/2026 01:45:47 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0065 = 0.000576
INFO  | 04/07/2026 01:45:48 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0071 = 0.000563
INFO  | 04/07/2026 01:45:48 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0072 = 0.000555
INFO  | 04/07/2026 01:45:48 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0073 = 0.000544
INFO  | 04/07/2026 01:45:48 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0074 = 0.000514
INFO  | 04/07/2026 01:45:49 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0082 = 0.000507
INFO  | 04/07/2026 01:45:50 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0083 = 0.000491
INFO  | 04/07/2026 01:45:50 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0087 = 0.000487
INFO  | 04/07/2026 01:45:50 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0090 = 0.000445
INFO  | 04/07/2026 01:45:51 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0093 = 0.000432
INFO  | 04/07/2026 01:45:51 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0094 = 0.000415
INFO  | 04/07/2026 01:45:52 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0100 = 0.000412
INFO  | 04/07/2026 01:45:52 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0104 = 0.000402
INFO  | 04/07/2026 01:45:53 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0106 = 0.000392
INFO  | 04/07/2026 01:45:53 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0111 = 0.000377
INFO  | 04/07/2026 01:45:54 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0115 = 0.000374
INFO  | 04/07/2026 01:45:54 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0118 = 0.000371
INFO  | 04/07/2026 01:45:55 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0123 = 0.000371
INFO  | 04/07/2026 01:45:55 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0124 = 0.000362
INFO  | 04/07/2026 01:45:56 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0132 = 0.000362
INFO  | 04/07/2026 01:45:56 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0133 = 0.000326
INFO  | 04/07/2026 01:45:56 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0137 = 0.000317
INFO  | 04/07/2026 01:45:57 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0142 = 0.000308
INFO  | 04/07/2026 01:45:58 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0151 = 0.000305
INFO  | 04/07/2026 01:45:59 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0159 = 0.000288
INFO  | 04/07/2026 01:46:00 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0170 = 0.000286
INFO  | 04/07/2026 01:46:00 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0173 = 0.000281
INFO  | 04/07/2026 01:46:01 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0174 = 0.000272
INFO  | 04/07/2026 01:46:02 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0185 = 0.000270
INFO  | 04/07/2026 01:46:02 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0186 = 0.000262
INFO  | 04/07/2026 01:46:02 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0189 = 0.000259
INFO  | 04/07/2026 01:46:04 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0200 = 0.000251
INFO  | 04/07/2026 01:46:04 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0204 = 0.000239
INFO  | 04/07/2026 01:46:04 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0206 = 0.000231
INFO  | 04/07/2026 01:46:05 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0211 = 0.000229
INFO  | 04/07/2026 01:46:05 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0213 = 0.000217
INFO  | 04/07/2026 01:46:07 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0228 = 0.000212
INFO  | 04/07/2026 01:46:08 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0235 = 0.000202
INFO  | 04/07/2026 01:46:08 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0239 = 0.000192
INFO  | 04/07/2026 01:46:15 AM | File experiment_runner.py | Line 129   | Pretrain epoch 0300 (no improvement, best = 0.000192)
INFO  | 04/07/2026 01:46:16 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0306 = 0.000185
INFO  | 04/07/2026 01:46:23 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0366 = 0.000182
INFO  | 04/07/2026 01:46:23 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0369 = 0.000181
INFO  | 04/07/2026 01:46:26 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0392 = 0.000169
INFO  | 04/07/2026 01:46:27 AM | File experiment_runner.py | Line 129   | Pretrain epoch 0400 (no improvement, best = 0.000169)
INFO  | 04/07/2026 01:46:29 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0419 = 0.000165
INFO  | 04/07/2026 01:46:32 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0438 = 0.000165
INFO  | 04/07/2026 01:46:32 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0439 = 0.000161
INFO  | 04/07/2026 01:46:32 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0441 = 0.000158
INFO  | 04/07/2026 01:46:34 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0461 = 0.000157
INFO  | 04/07/2026 01:46:36 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0473 = 0.000152
INFO  | 04/07/2026 01:46:36 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0479 = 0.000150
INFO  | 04/07/2026 01:46:37 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0483 = 0.000149
INFO  | 04/07/2026 01:46:37 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0485 = 0.000143
INFO  | 04/07/2026 01:46:38 AM | File experiment_runner.py | Line 123   | Pretrain Loss @ epoch 0496 = 0.000139
INFO  | 04/07/2026 01:46:39 AM | File experiment_runner.py | Line 129   | Pretrain epoch 0500 (no improvement, best = 0.000139)
INFO  | 04/07/2026 01:46:39 AM | File run.py               | Line 283   | === Starting Phase 1 ===
INFO  | 04/07/2026 01:46:57 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/glue/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:46:57 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/nyu-mll/glue/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
WARNING | 04/07/2026 01:46:57 AM | File _http.py             | Line 916   | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
