INFO  | 04/07/2026 01:52:15 AM | File run.py               | Line 223   | Config: config/experiments/mlp_sst2_emb_relu.yaml
INFO  | 04/07/2026 01:52:15 AM | File run.py               | Line 224   | Config hash: 40893f3a1ac575aec26a84e64c9997398b24afeb0a6be19c7d5c4c8e78bd7c5f
INFO  | 04/07/2026 01:52:15 AM | File run.py               | Line 225   | Save dir: ./exp/mlp_sst2_emb_relu_20260407_015215_40893f3a
INFO  | 04/07/2026 01:52:15 AM | File run.py               | Line 236   | Task type: classification
INFO  | 04/07/2026 01:52:18 AM | File run.py               | Line 277   | === Starting Pretrain ===
INFO  | 04/07/2026 01:52:18 AM | File run.py               | Line 283   | === Starting Phase 1 ===
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/glue/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/nyu-mll/glue/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/nyu-mll/glue/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/README.md "HTTP/1.1 200 OK"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/glue/resolve/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/glue.py "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/nyu-mll/glue/resolve/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/glue.py "HTTP/1.1 404 Not Found"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/glue/glue.py "HTTP/1.1 200 OK"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/glue/revision/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/nyu-mll/glue/revision/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c "HTTP/1.1 200 OK"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/glue/resolve/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/nyu-mll/glue/resolve/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/.huggingface.yaml "HTTP/1.1 404 Not Found"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=glue "HTTP/1.1 404 Not Found"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/glue/tree/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/ax?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/nyu-mll/glue/tree/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/ax?recursive=true&expand=false "HTTP/1.1 200 OK"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/glue/tree/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c?recursive=false&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/nyu-mll/glue/tree/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c?recursive=false&expand=false "HTTP/1.1 200 OK"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/glue/resolve/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/nyu-mll/glue/resolve/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/dataset_infos.json "HTTP/1.1 404 Not Found"
WARNING | 04/07/2026 01:52:23 AM | File _http.py             | Line 916   | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/glue/tree/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/sst2?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/07/2026 01:52:23 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/nyu-mll/glue/tree/bcdcba79d07bc864c1c254ccfcedcce55bcc9a8c/sst2?recursive=true&expand=false "HTTP/1.1 200 OK"
INFO  | 04/07/2026 01:52:26 AM | File experiment_runner.py | Line 829   | GPU capability 6.1 < 7.0, skipping torch.compile
INFO  | 04/07/2026 01:52:27 AM | File experiment_runner.py | Line 213   | Epoch 1 | Val Loss = 0.693157 | Val Acc = 0.5004
INFO  | 04/07/2026 01:52:29 AM | File experiment_runner.py | Line 213   | Epoch 2 | Val Loss = 0.345827 | Val Acc = 0.8483
INFO  | 04/07/2026 01:52:31 AM | File experiment_runner.py | Line 213   | Epoch 3 | Val Loss = 0.332128 | Val Acc = 0.8564
INFO  | 04/07/2026 01:52:33 AM | File experiment_runner.py | Line 213   | Epoch 4 | Val Loss = 0.303928 | Val Acc = 0.8742
INFO  | 04/07/2026 01:52:34 AM | File experiment_runner.py | Line 213   | Epoch 5 | Val Loss = 0.287581 | Val Acc = 0.8854
INFO  | 04/07/2026 01:52:36 AM | File experiment_runner.py | Line 213   | Epoch 6 | Val Loss = 0.277568 | Val Acc = 0.8902
INFO  | 04/07/2026 01:52:38 AM | File experiment_runner.py | Line 213   | Epoch 7 | Val Loss = 0.271327 | Val Acc = 0.8920
INFO  | 04/07/2026 01:52:40 AM | File experiment_runner.py | Line 213   | Epoch 8 | Val Loss = 0.263394 | Val Acc = 0.8976
INFO  | 04/07/2026 01:52:42 AM | File experiment_runner.py | Line 213   | Epoch 9 | Val Loss = 0.258819 | Val Acc = 0.8999
INFO  | 04/07/2026 01:52:43 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0009 iter 00005000 = 0.244940
INFO  | 04/07/2026 01:52:44 AM | File experiment_runner.py | Line 213   | Epoch 10 | Val Loss = 0.251501 | Val Acc = 0.9019
INFO  | 04/07/2026 01:52:46 AM | File experiment_runner.py | Line 213   | Epoch 11 | Val Loss = 0.249028 | Val Acc = 0.9033
INFO  | 04/07/2026 01:52:47 AM | File experiment_runner.py | Line 213   | Epoch 12 | Val Loss = 0.246981 | Val Acc = 0.9058
INFO  | 04/07/2026 01:52:49 AM | File experiment_runner.py | Line 213   | Epoch 13 | Val Loss = 0.241797 | Val Acc = 0.9072
INFO  | 04/07/2026 01:52:51 AM | File experiment_runner.py | Line 213   | Epoch 14 | Val Loss = 0.241893 | Val Acc = 0.9085
INFO  | 04/07/2026 01:52:53 AM | File experiment_runner.py | Line 213   | Epoch 15 | Val Loss = 0.240991 | Val Acc = 0.9086
INFO  | 04/07/2026 01:52:55 AM | File experiment_runner.py | Line 213   | Epoch 16 | Val Loss = 0.240484 | Val Acc = 0.9101
INFO  | 04/07/2026 01:52:57 AM | File experiment_runner.py | Line 213   | Epoch 17 | Val Loss = 0.239963 | Val Acc = 0.9099
INFO  | 04/07/2026 01:52:59 AM | File experiment_runner.py | Line 213   | Epoch 18 | Val Loss = 0.241247 | Val Acc = 0.9086
INFO  | 04/07/2026 01:52:59 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0018 iter 00010000 = 0.185245
INFO  | 04/07/2026 01:53:00 AM | File experiment_runner.py | Line 213   | Epoch 19 | Val Loss = 0.237717 | Val Acc = 0.9119
INFO  | 04/07/2026 01:53:02 AM | File experiment_runner.py | Line 213   | Epoch 20 | Val Loss = 0.233567 | Val Acc = 0.9134
INFO  | 04/07/2026 01:53:04 AM | File experiment_runner.py | Line 213   | Epoch 21 | Val Loss = 0.234662 | Val Acc = 0.9124
INFO  | 04/07/2026 01:53:06 AM | File experiment_runner.py | Line 213   | Epoch 22 | Val Loss = 0.239372 | Val Acc = 0.9112
INFO  | 04/07/2026 01:53:08 AM | File experiment_runner.py | Line 213   | Epoch 23 | Val Loss = 0.239601 | Val Acc = 0.9109
INFO  | 04/07/2026 01:53:10 AM | File experiment_runner.py | Line 213   | Epoch 24 | Val Loss = 0.234391 | Val Acc = 0.9134
INFO  | 04/07/2026 01:53:12 AM | File experiment_runner.py | Line 213   | Epoch 25 | Val Loss = 0.237730 | Val Acc = 0.9153
INFO  | 04/07/2026 01:53:14 AM | File experiment_runner.py | Line 213   | Epoch 26 | Val Loss = 0.235314 | Val Acc = 0.9140
INFO  | 04/07/2026 01:53:16 AM | File experiment_runner.py | Line 213   | Epoch 27 | Val Loss = 0.241231 | Val Acc = 0.9131
INFO  | 04/07/2026 01:53:16 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0027 iter 00015000 = 0.133654
INFO  | 04/07/2026 01:53:18 AM | File experiment_runner.py | Line 213   | Epoch 28 | Val Loss = 0.240357 | Val Acc = 0.9147
INFO  | 04/07/2026 01:53:19 AM | File experiment_runner.py | Line 213   | Epoch 29 | Val Loss = 0.238041 | Val Acc = 0.9123
INFO  | 04/07/2026 01:53:21 AM | File experiment_runner.py | Line 213   | Epoch 30 | Val Loss = 0.231935 | Val Acc = 0.9168
INFO  | 04/07/2026 01:53:23 AM | File experiment_runner.py | Line 213   | Epoch 31 | Val Loss = 0.236728 | Val Acc = 0.9146
INFO  | 04/07/2026 01:53:25 AM | File experiment_runner.py | Line 213   | Epoch 32 | Val Loss = 0.240157 | Val Acc = 0.9154
INFO  | 04/07/2026 01:53:27 AM | File experiment_runner.py | Line 213   | Epoch 33 | Val Loss = 0.238987 | Val Acc = 0.9131
INFO  | 04/07/2026 01:53:29 AM | File experiment_runner.py | Line 213   | Epoch 34 | Val Loss = 0.236307 | Val Acc = 0.9160
INFO  | 04/07/2026 01:53:31 AM | File experiment_runner.py | Line 213   | Epoch 35 | Val Loss = 0.238801 | Val Acc = 0.9158
INFO  | 04/07/2026 01:53:32 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0035 iter 00020000 = 0.123026
INFO  | 04/07/2026 01:53:33 AM | File experiment_runner.py | Line 213   | Epoch 36 | Val Loss = 0.233288 | Val Acc = 0.9136
INFO  | 04/07/2026 01:53:35 AM | File experiment_runner.py | Line 213   | Epoch 37 | Val Loss = 0.243366 | Val Acc = 0.9156
INFO  | 04/07/2026 01:53:36 AM | File experiment_runner.py | Line 213   | Epoch 38 | Val Loss = 0.243752 | Val Acc = 0.9140
INFO  | 04/07/2026 01:53:38 AM | File experiment_runner.py | Line 213   | Epoch 39 | Val Loss = 0.236670 | Val Acc = 0.9166
INFO  | 04/07/2026 01:53:40 AM | File experiment_runner.py | Line 213   | Epoch 40 | Val Loss = 0.245339 | Val Acc = 0.9160
INFO  | 04/07/2026 01:53:42 AM | File experiment_runner.py | Line 213   | Epoch 41 | Val Loss = 0.244365 | Val Acc = 0.9156
INFO  | 04/07/2026 01:53:44 AM | File experiment_runner.py | Line 213   | Epoch 42 | Val Loss = 0.238306 | Val Acc = 0.9196
INFO  | 04/07/2026 01:53:46 AM | File experiment_runner.py | Line 213   | Epoch 43 | Val Loss = 0.241437 | Val Acc = 0.9172
INFO  | 04/07/2026 01:53:48 AM | File experiment_runner.py | Line 213   | Epoch 44 | Val Loss = 0.239682 | Val Acc = 0.9191
INFO  | 04/07/2026 01:53:49 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0044 iter 00025000 = 0.127288
INFO  | 04/07/2026 01:53:50 AM | File experiment_runner.py | Line 213   | Epoch 45 | Val Loss = 0.241066 | Val Acc = 0.9177
INFO  | 04/07/2026 01:53:52 AM | File experiment_runner.py | Line 213   | Epoch 46 | Val Loss = 0.241499 | Val Acc = 0.9182
INFO  | 04/07/2026 01:53:54 AM | File experiment_runner.py | Line 213   | Epoch 47 | Val Loss = 0.248141 | Val Acc = 0.9173
INFO  | 04/07/2026 01:53:56 AM | File experiment_runner.py | Line 213   | Epoch 48 | Val Loss = 0.252783 | Val Acc = 0.9185
INFO  | 04/07/2026 01:53:58 AM | File experiment_runner.py | Line 213   | Epoch 49 | Val Loss = 0.248809 | Val Acc = 0.9181
INFO  | 04/07/2026 01:54:00 AM | File experiment_runner.py | Line 213   | Epoch 50 | Val Loss = 0.234694 | Val Acc = 0.9181
INFO  | 04/07/2026 01:54:02 AM | File experiment_runner.py | Line 213   | Epoch 51 | Val Loss = 0.243869 | Val Acc = 0.9173
INFO  | 04/07/2026 01:54:03 AM | File experiment_runner.py | Line 213   | Epoch 52 | Val Loss = 0.244104 | Val Acc = 0.9159
INFO  | 04/07/2026 01:54:05 AM | File experiment_runner.py | Line 213   | Epoch 53 | Val Loss = 0.256329 | Val Acc = 0.9164
INFO  | 04/07/2026 01:54:06 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0053 iter 00030000 = 0.149338
INFO  | 04/07/2026 01:54:07 AM | File experiment_runner.py | Line 213   | Epoch 54 | Val Loss = 0.249678 | Val Acc = 0.9156
INFO  | 04/07/2026 01:54:09 AM | File experiment_runner.py | Line 213   | Epoch 55 | Val Loss = 0.260557 | Val Acc = 0.9180
INFO  | 04/07/2026 01:54:11 AM | File experiment_runner.py | Line 213   | Epoch 56 | Val Loss = 0.257573 | Val Acc = 0.9158
INFO  | 04/07/2026 01:54:13 AM | File experiment_runner.py | Line 213   | Epoch 57 | Val Loss = 0.256172 | Val Acc = 0.9168
INFO  | 04/07/2026 01:54:15 AM | File experiment_runner.py | Line 213   | Epoch 58 | Val Loss = 0.250034 | Val Acc = 0.9161
INFO  | 04/07/2026 01:54:17 AM | File experiment_runner.py | Line 213   | Epoch 59 | Val Loss = 0.250176 | Val Acc = 0.9195
INFO  | 04/07/2026 01:54:19 AM | File experiment_runner.py | Line 213   | Epoch 60 | Val Loss = 0.252245 | Val Acc = 0.9160
INFO  | 04/07/2026 01:54:21 AM | File experiment_runner.py | Line 213   | Epoch 61 | Val Loss = 0.259455 | Val Acc = 0.9172
INFO  | 04/07/2026 01:54:22 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0061 iter 00035000 = 0.132591
INFO  | 04/07/2026 01:54:22 AM | File experiment_runner.py | Line 213   | Epoch 62 | Val Loss = 0.252722 | Val Acc = 0.9156
INFO  | 04/07/2026 01:54:24 AM | File experiment_runner.py | Line 213   | Epoch 63 | Val Loss = 0.260919 | Val Acc = 0.9182
INFO  | 04/07/2026 01:54:26 AM | File experiment_runner.py | Line 213   | Epoch 64 | Val Loss = 0.253097 | Val Acc = 0.9183
INFO  | 04/07/2026 01:54:28 AM | File experiment_runner.py | Line 213   | Epoch 65 | Val Loss = 0.266899 | Val Acc = 0.9162
INFO  | 04/07/2026 01:54:30 AM | File experiment_runner.py | Line 213   | Epoch 66 | Val Loss = 0.260457 | Val Acc = 0.9163
INFO  | 04/07/2026 01:54:32 AM | File experiment_runner.py | Line 213   | Epoch 67 | Val Loss = 0.269476 | Val Acc = 0.9159
INFO  | 04/07/2026 01:54:33 AM | File experiment_runner.py | Line 213   | Epoch 68 | Val Loss = 0.266420 | Val Acc = 0.9174
INFO  | 04/07/2026 01:54:35 AM | File experiment_runner.py | Line 213   | Epoch 69 | Val Loss = 0.275213 | Val Acc = 0.9178
INFO  | 04/07/2026 01:54:37 AM | File experiment_runner.py | Line 213   | Epoch 70 | Val Loss = 0.271840 | Val Acc = 0.9188
INFO  | 04/07/2026 01:54:38 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0070 iter 00040000 = 0.074283
INFO  | 04/07/2026 01:54:39 AM | File experiment_runner.py | Line 213   | Epoch 71 | Val Loss = 0.269248 | Val Acc = 0.9191
INFO  | 04/07/2026 01:54:41 AM | File experiment_runner.py | Line 213   | Epoch 72 | Val Loss = 0.260169 | Val Acc = 0.9178
INFO  | 04/07/2026 01:54:43 AM | File experiment_runner.py | Line 213   | Epoch 73 | Val Loss = 0.263162 | Val Acc = 0.9196
INFO  | 04/07/2026 01:54:45 AM | File experiment_runner.py | Line 213   | Epoch 74 | Val Loss = 0.265491 | Val Acc = 0.9184
INFO  | 04/07/2026 01:54:46 AM | File experiment_runner.py | Line 213   | Epoch 75 | Val Loss = 0.263364 | Val Acc = 0.9171
INFO  | 04/07/2026 01:54:48 AM | File experiment_runner.py | Line 213   | Epoch 76 | Val Loss = 0.261398 | Val Acc = 0.9182
INFO  | 04/07/2026 01:54:50 AM | File experiment_runner.py | Line 213   | Epoch 77 | Val Loss = 0.278472 | Val Acc = 0.9181
INFO  | 04/07/2026 01:54:52 AM | File experiment_runner.py | Line 213   | Epoch 78 | Val Loss = 0.275780 | Val Acc = 0.9182
INFO  | 04/07/2026 01:54:54 AM | File experiment_runner.py | Line 213   | Epoch 79 | Val Loss = 0.262435 | Val Acc = 0.9164
INFO  | 04/07/2026 01:54:54 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0079 iter 00045000 = 0.097954
INFO  | 04/07/2026 01:54:56 AM | File experiment_runner.py | Line 213   | Epoch 80 | Val Loss = 0.288876 | Val Acc = 0.9189
INFO  | 04/07/2026 01:54:57 AM | File experiment_runner.py | Line 213   | Epoch 81 | Val Loss = 0.277870 | Val Acc = 0.9183
INFO  | 04/07/2026 01:54:59 AM | File experiment_runner.py | Line 213   | Epoch 82 | Val Loss = 0.284119 | Val Acc = 0.9169
INFO  | 04/07/2026 01:55:01 AM | File experiment_runner.py | Line 213   | Epoch 83 | Val Loss = 0.279006 | Val Acc = 0.9176
INFO  | 04/07/2026 01:55:03 AM | File experiment_runner.py | Line 213   | Epoch 84 | Val Loss = 0.287402 | Val Acc = 0.9152
INFO  | 04/07/2026 01:55:05 AM | File experiment_runner.py | Line 213   | Epoch 85 | Val Loss = 0.264562 | Val Acc = 0.9187
INFO  | 04/07/2026 01:55:07 AM | File experiment_runner.py | Line 213   | Epoch 86 | Val Loss = 0.280013 | Val Acc = 0.9184
INFO  | 04/07/2026 01:55:09 AM | File experiment_runner.py | Line 213   | Epoch 87 | Val Loss = 0.275664 | Val Acc = 0.9155
INFO  | 04/07/2026 01:55:10 AM | File experiment_runner.py | Line 213   | Epoch 88 | Val Loss = 0.275917 | Val Acc = 0.9157
INFO  | 04/07/2026 01:55:11 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0088 iter 00050000 = 0.102436
INFO  | 04/07/2026 01:55:12 AM | File experiment_runner.py | Line 213   | Epoch 89 | Val Loss = 0.270848 | Val Acc = 0.9188
INFO  | 04/07/2026 01:55:14 AM | File experiment_runner.py | Line 213   | Epoch 90 | Val Loss = 0.260609 | Val Acc = 0.9170
INFO  | 04/07/2026 01:55:16 AM | File experiment_runner.py | Line 213   | Epoch 91 | Val Loss = 0.297129 | Val Acc = 0.9167
INFO  | 04/07/2026 01:55:18 AM | File experiment_runner.py | Line 213   | Epoch 92 | Val Loss = 0.277502 | Val Acc = 0.9184
INFO  | 04/07/2026 01:55:20 AM | File experiment_runner.py | Line 213   | Epoch 93 | Val Loss = 0.291072 | Val Acc = 0.9176
INFO  | 04/07/2026 01:55:22 AM | File experiment_runner.py | Line 213   | Epoch 94 | Val Loss = 0.290111 | Val Acc = 0.9179
INFO  | 04/07/2026 01:55:24 AM | File experiment_runner.py | Line 213   | Epoch 95 | Val Loss = 0.274858 | Val Acc = 0.9178
INFO  | 04/07/2026 01:55:26 AM | File experiment_runner.py | Line 213   | Epoch 96 | Val Loss = 0.289127 | Val Acc = 0.9179
INFO  | 04/07/2026 01:55:27 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0096 iter 00055000 = 0.107868
INFO  | 04/07/2026 01:55:28 AM | File experiment_runner.py | Line 213   | Epoch 97 | Val Loss = 0.290651 | Val Acc = 0.9174
INFO  | 04/07/2026 01:55:30 AM | File experiment_runner.py | Line 213   | Epoch 98 | Val Loss = 0.290275 | Val Acc = 0.9174
INFO  | 04/07/2026 01:55:32 AM | File experiment_runner.py | Line 213   | Epoch 99 | Val Loss = 0.301761 | Val Acc = 0.9170
INFO  | 04/07/2026 01:55:34 AM | File experiment_runner.py | Line 213   | Epoch 100 | Val Loss = 0.297672 | Val Acc = 0.9161
INFO  | 04/07/2026 01:55:35 AM | File experiment_runner.py | Line 213   | Epoch 101 | Val Loss = 0.293255 | Val Acc = 0.9163
INFO  | 04/07/2026 01:55:37 AM | File experiment_runner.py | Line 213   | Epoch 102 | Val Loss = 0.290722 | Val Acc = 0.9172
INFO  | 04/07/2026 01:55:39 AM | File experiment_runner.py | Line 213   | Epoch 103 | Val Loss = 0.283760 | Val Acc = 0.9171
INFO  | 04/07/2026 01:55:41 AM | File experiment_runner.py | Line 213   | Epoch 104 | Val Loss = 0.283108 | Val Acc = 0.9166
INFO  | 04/07/2026 01:55:43 AM | File experiment_runner.py | Line 213   | Epoch 105 | Val Loss = 0.293162 | Val Acc = 0.9188
INFO  | 04/07/2026 01:55:44 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0105 iter 00060000 = 0.101470
INFO  | 04/07/2026 01:55:45 AM | File experiment_runner.py | Line 213   | Epoch 106 | Val Loss = 0.299573 | Val Acc = 0.9179
INFO  | 04/07/2026 01:55:47 AM | File experiment_runner.py | Line 213   | Epoch 107 | Val Loss = 0.277450 | Val Acc = 0.9198
INFO  | 04/07/2026 01:55:49 AM | File experiment_runner.py | Line 213   | Epoch 108 | Val Loss = 0.295931 | Val Acc = 0.9186
INFO  | 04/07/2026 01:55:51 AM | File experiment_runner.py | Line 213   | Epoch 109 | Val Loss = 0.298593 | Val Acc = 0.9175
INFO  | 04/07/2026 01:55:53 AM | File experiment_runner.py | Line 213   | Epoch 110 | Val Loss = 0.274723 | Val Acc = 0.9189
INFO  | 04/07/2026 01:55:54 AM | File experiment_runner.py | Line 213   | Epoch 111 | Val Loss = 0.285307 | Val Acc = 0.9179
INFO  | 04/07/2026 01:55:56 AM | File experiment_runner.py | Line 213   | Epoch 112 | Val Loss = 0.308033 | Val Acc = 0.9173
INFO  | 04/07/2026 01:55:58 AM | File experiment_runner.py | Line 213   | Epoch 113 | Val Loss = 0.297966 | Val Acc = 0.9172
INFO  | 04/07/2026 01:56:00 AM | File experiment_runner.py | Line 213   | Epoch 114 | Val Loss = 0.299649 | Val Acc = 0.9192
INFO  | 04/07/2026 01:56:01 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0114 iter 00065000 = 0.112548
INFO  | 04/07/2026 01:56:02 AM | File experiment_runner.py | Line 213   | Epoch 115 | Val Loss = 0.300356 | Val Acc = 0.9181
INFO  | 04/07/2026 01:56:04 AM | File experiment_runner.py | Line 213   | Epoch 116 | Val Loss = 0.310635 | Val Acc = 0.9173
INFO  | 04/07/2026 01:56:06 AM | File experiment_runner.py | Line 213   | Epoch 117 | Val Loss = 0.314737 | Val Acc = 0.9164
INFO  | 04/07/2026 01:56:08 AM | File experiment_runner.py | Line 213   | Epoch 118 | Val Loss = 0.313682 | Val Acc = 0.9176
INFO  | 04/07/2026 01:56:09 AM | File experiment_runner.py | Line 213   | Epoch 119 | Val Loss = 0.298008 | Val Acc = 0.9174
INFO  | 04/07/2026 01:56:11 AM | File experiment_runner.py | Line 213   | Epoch 120 | Val Loss = 0.302915 | Val Acc = 0.9177
INFO  | 04/07/2026 01:56:13 AM | File experiment_runner.py | Line 213   | Epoch 121 | Val Loss = 0.328820 | Val Acc = 0.9172
INFO  | 04/07/2026 01:56:15 AM | File experiment_runner.py | Line 213   | Epoch 122 | Val Loss = 0.320496 | Val Acc = 0.9189
INFO  | 04/07/2026 01:56:17 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0122 iter 00070000 = 0.252319
INFO  | 04/07/2026 01:56:17 AM | File experiment_runner.py | Line 213   | Epoch 123 | Val Loss = 0.308171 | Val Acc = 0.9172
INFO  | 04/07/2026 01:56:19 AM | File experiment_runner.py | Line 213   | Epoch 124 | Val Loss = 0.316667 | Val Acc = 0.9175
INFO  | 04/07/2026 01:56:21 AM | File experiment_runner.py | Line 213   | Epoch 125 | Val Loss = 0.325203 | Val Acc = 0.9183
INFO  | 04/07/2026 01:56:23 AM | File experiment_runner.py | Line 213   | Epoch 126 | Val Loss = 0.339530 | Val Acc = 0.9171
INFO  | 04/07/2026 01:56:25 AM | File experiment_runner.py | Line 213   | Epoch 127 | Val Loss = 0.347508 | Val Acc = 0.9176
INFO  | 04/07/2026 01:56:27 AM | File experiment_runner.py | Line 213   | Epoch 128 | Val Loss = 0.325056 | Val Acc = 0.9189
INFO  | 04/07/2026 01:56:28 AM | File experiment_runner.py | Line 213   | Epoch 129 | Val Loss = 0.323500 | Val Acc = 0.9174
INFO  | 04/07/2026 01:56:30 AM | File experiment_runner.py | Line 213   | Epoch 130 | Val Loss = 0.337105 | Val Acc = 0.9184
INFO  | 04/07/2026 01:56:32 AM | File experiment_runner.py | Line 213   | Epoch 131 | Val Loss = 0.332996 | Val Acc = 0.9170
INFO  | 04/07/2026 01:56:33 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0131 iter 00075000 = 0.088834
INFO  | 04/07/2026 01:56:34 AM | File experiment_runner.py | Line 213   | Epoch 132 | Val Loss = 0.300960 | Val Acc = 0.9191
INFO  | 04/07/2026 01:56:36 AM | File experiment_runner.py | Line 213   | Epoch 133 | Val Loss = 0.321686 | Val Acc = 0.9167
INFO  | 04/07/2026 01:56:38 AM | File experiment_runner.py | Line 213   | Epoch 134 | Val Loss = 0.317629 | Val Acc = 0.9170
INFO  | 04/07/2026 01:56:40 AM | File experiment_runner.py | Line 213   | Epoch 135 | Val Loss = 0.325638 | Val Acc = 0.9170
INFO  | 04/07/2026 01:56:42 AM | File experiment_runner.py | Line 213   | Epoch 136 | Val Loss = 0.341159 | Val Acc = 0.9179
INFO  | 04/07/2026 01:56:44 AM | File experiment_runner.py | Line 213   | Epoch 137 | Val Loss = 0.322766 | Val Acc = 0.9173
INFO  | 04/07/2026 01:56:46 AM | File experiment_runner.py | Line 213   | Epoch 138 | Val Loss = 0.334146 | Val Acc = 0.9174
INFO  | 04/07/2026 01:56:48 AM | File experiment_runner.py | Line 213   | Epoch 139 | Val Loss = 0.321784 | Val Acc = 0.9211
INFO  | 04/07/2026 01:56:49 AM | File experiment_runner.py | Line 213   | Epoch 140 | Val Loss = 0.330215 | Val Acc = 0.9157
INFO  | 04/07/2026 01:56:50 AM | File experiment_runner.py | Line 246   | Train Loss @ epoch 0140 iter 00080000 = 0.077589
